단어 명,물리 명,영문 명,금칙어,분류어 여부,정의내용
정률,FXRT,FIXED RATE,정율,,생략
정리,DSTNC,DISTANCE,,,생략
정리,ARNGMNT,ARRANGEMENT,,,생략
정리능력,ARGCP,ARRANGEMENT CAPACITY,,,생략
정리일자,ARNGDT,ARRANGEMENT DATE,정리일,,생략
정맥,VEIN,VEINS ,,,생략
정맥압,VNPRSS,VENOUS PRESSURE,,,생략
정맥주사,IV,INTRAVENOUS INJECTION,,,생략
정면,FRONT,FRONT,,,생략
정면공격,HEADON,HEADON,,,생략
정무,PLTAFS,POLITICAL AFFAIRS,,,생략
정밀,PRCSN,PRECISION,,,생략
정밀검사,PRCTST,PRECISION TEST,,,생략
정밀도,PRCSDG,PRECISION DEGREE,,,생략
정밀매복,DTLAB,DETAILED AMBUSH,,,생략
정밀유도탄,PGM,PRECISION GUIDED MUNITION,,,생략
정밀접근레이더,PAR,PRECISION APPROACH RADAR,,,생략
정밀정찰작전,SRO,SENSITIVE RECONNAISSANCE OPERATIONS,,,생략
정밀측정,DTLSV,DETAILED SURVEY,,,생략
정밀측정지원형태코드,MSSCD,MEASURE SUPPORT SHAPE CODE,,분류어,생략
정밀측정표준장비,DSSTDEQ,DETAILED SURVEY STANDARD EQUIPMENT,,,생략
정박,ACRG,ANCHORAGE,,,생략
정보,INFO,INFORMATION,,,생략
정보가공,PEDS,"PROCESSING, EXPLOITATION AND DISSEMINATION",,,생략
정보감시태세코드,WATCHCONCD,WATCH CONDTION CODE,,분류어,생략
정보관계구분코드,INFRLDVCD,INFORMATION RELATIONSHIP DIVISION CODE,,분류어,생략
정보교환요구목록,IER,INFORMATION EXCHANGE REQUIREMENT,,,생략
정보기술,IT,INFORMATION TECHNOLOGY,,,생략
정보기술서비스관리,ITSM,INFORMATION TECHNOLOGY SERVICE MANAGEMENT,,,생략
정보번호,INFONO,INFORMATION NUMBER,,분류어,생략
정보보고서번호,INFRPTNO,INFORMATION REPORT NUMBER,,분류어,생략
정보보고서종류코드,INFRPTKCD,INFORMATION REPORT KIND CODE,,분류어,생략
정보보호업체,INFPRTCO,INFORMATION PROTECTION COMPANY,,,생략
정보분석번호,INFANLNO,INFORMATION ANALYSIS NUMBER,,분류어,생략
정보분석보고서,IARPRT,INFORMATION ANALYSIS REPORT,,,생략
정보사령부,KDIC,KOREAN DEFENSE INTELLIGENCE COMMAND,정보사,,생략
정보상황,ITLGCSTT,INTELLIGENCE STATE,,,생략
정보수사기관,INNT,INTELLIGENCE INVESTIGATION,,,생략
정보수집,INTCOL,INTELLIGENCE COLLECTION,,,생략
정보요구,IRQ,INTELLIGENCE REQUIREMENT,,,생략
정보요구,RFI,REQUEST FOR INFORMATION,,,생략
정보요구번호,RFINO,REQUEST FOR INFORMATION NUMBER,,분류어,생략
정보요구수신단계코드,IRRCVSTCD,INTELLIGENCE REQUIREMENT RECEIVE STEP CODE,,분류어,생략
정보요구진행상태코드,RFIPSCD,REQUEST FOR INFORMATION PROGRESS STATE CODE,,분류어,생략
정보융합체계,DFS,DATA FUSION SYSTEM,,,생략
정보작전,IFOP,INFORMATION OPERATION,,,생략
정보작전방호태세,INFOCON,INFORMATION OPERATIONS CONDITION,,,생략
정보작전방호태세등급코드,INOPPRATGRCD,INFORMATION OPERATIONS PROTECTION ATTITUDE GRADE CODE,,분류어,생략
정보작전자산,IFOPASST,INFORMATION OPERATION ASSETS,,,생략
정보작전자산구분코드,IFOPASSTDVCD,INFORMATION OPERATIONS ASSETS DIVISION CODE,,분류어,생략
정보작전표적구분코드,IFOPTGTDVSCD,INFORMATION OPERATIONS TARGET DIVISION CODE,,분류어,생략
정보제공자,IOFR,INFORMATION OFFERER,,,생략
정보종합실,ASIC,ALL SOURCE INTELLIGENCE CENTER,,,생략
정보지,IFPPR,INFORMATION PAPER,,,생략
정보참모처,OFCINT,OFFICE OF INTELLIGENCE,정보처,,생략
정보처리,INFPRC,INFORMATION PROCESSING,,,생략
정보처리기,INFOTMCHN,INFORMATION TREATMENT MACHINE,,,생략
정보철,INFBND,INFORMATION BINDING,,,생략
정보체계,IS,INFORMATION SYSTEM,,,생략
정보출처,IOS,INTELLIGENCE OF SOURCE,,,생략
정보통신,DTCOM,INFORMATION COMMUNICATION,,,생략
정보통신동원,INCMOB,INFORMATION COMMUNICATION MOBILIZATION,,,생략
정보통신망,INFNET,INFORMATION NETWORK,,,생략
정보통신망구분코드,INFNETDVCD,INFORMATION NETWORK DIVISION CODE,,분류어,생략
정보통신부,MIC,MINISTRY OF INFORMATION AND COMMUNICATION,정통부,,생략
정보통신산업,INFCMNDSTRY,INFOCOMINDUSTRY,,,생략
정보판단,ITLEST,INTELLIGENCE ESTIMATE,,,생략
정보판단자료분류코드,ITLESDATCLCD,INTELLIGENCE ESTIMATE DATA CLASSIFICATION CODE,,분류어,생략
정보화,INF,INFORMATION,,,생략
정보화사업,INFPRJ,INFORMATION PROJECT,,,생략
정보화전략계획,ISP,INFORMATION STRATEDY PLAN,,,생략
정본,OFCCPY,OFFICIALLY CERTIFIED COPY,,,생략
정부,GOV,GOVERNMENT,행정부,,생략
정부개발원조,ODA,OFFICIAL DEVELOPMENT ASSISTANT,,,생략
정부구매카드,GPC,GOVERNMENT PURCHASE CARD,,,생략
정부기관,GVMAGNC,GOVERNMENT AGENCIES,,,생략
정부기능연계모델,BRM,BUSINESS REFERENCE MODEL,BRM,,생략
정부민원행정서비스시스템,G4C,GOVERNMENT FOR CITIZEN,G4C,,생략
정부재정통계,GFS,GOVERNMENT FINANCE STATISTICS,GFS,,생략
정부조달,GOVPRC,GOVERNMENT PROCUREMENT,,,생략
정부조달협정,GPCD,GOVERNMENT PROCUREMENT CODE,,,생략
정부출연금,GOVCTRB,GOVERNMENT CONTRIBUTION,출연금,,생략
정부출연기관,GOVFND,GOVERNMENT-FUNDED,출연기관,,생략
정부출자기업체,GRNCM,GOVERNMENT INVESTMENT COMPANY,,,생략
정부투자,GOVIVST,GOVERNMENT INVESTMENT,,,생략
정부항공운송의뢰,GTR,GOVERNMENT TRANSPORTATION REQUEST,,,생략
정비,MNTNC,MAINTENANCE,,,생략
정비간평균시간,MTBM,MEAN TIME BETWEEN MAINTENANCE,,,생략
정비거래선,MCNTN,MAINTENANCE CONNECTION,,,생략
정비검사,MI,MAINTENANCE INSPECTION,,,생략
정비고,MTNFCL,MAINTENANCE FACILITIES,정비장,,생략
정비관,MTNOFCR,MAINTENANCE OFFICER,정비장교,,생략
정비관리번호,MMNO,MAINTENANCE MANAGEMENT NUMBER,,분류어,생략
정비구분,MTNCTG,MAINTENANCE CATEGORY,,,생략
정비구분코드,MTCTCD,MAINTENANCE CATEGORY CODE,,분류어,생략
정비기간,RCTM,REPAIR CYCLE TIME,수리복귀시간,,생략
정비기술표준심의,MRB,MAINTENANCE REVIEW BOARD,,,생략
정비기준,MTNCRT,MAINTENANCE CRITERION,,,생략
정비능력,MTCP,MAINTENANCE CAPACITY,,,생략
정비단계,EOM,ECHELON OF MAINTENANCE,,,생략
정비단계구분코드,MNTNCSTEPCD,MAINTENANCE STEP SECTION CODE,,분류어,생략
정비단계코드,EOMCD,ECHELON OF MAINTENANCE CODE,,분류어,생략
정비대기,AWM,AWAITING MAINTENANCE,,,생략
정비대상검사종류코드,MTOBJISPKDCD,MAINTENANCE OBJECT INSPECTION KIND CODE,,분류어,생략
정비대상번호,MONO,MAINTENANCE OBJECT NUMBER,,분류어,생략
정비대체장비,MTFLEQ,MAINTENANCE FLOAT EQUIPMENT,"대충장비,MF",,생략
정비도,MTABLT,MAINTAINABILITY,,,생략
정비도예측,MTPRDC,MAINTAINABILITY PREDICTION,,,생략
정비도할당,MA,MAINTAINABILITY ALLOCATION,,,생략
정비반,MTNTM,MAINTENANCE TEAM,,,생략
정비부대,MNTUNT,MAINTENANCE UNIT,,,생략
정비부대유형코드,MTNUNITYPCD,MAINTENANCE_UNIT TYPE CODE,,분류어,생략
정비부서,MNDP,MATENANCE DEPARTMENT,,,생략
정비부품,MTNPT,MAINTENANCE PART,유지부품,,생략
정비비,MNTNCST,MAINTENANCE COST,정비비용,,생략
정비사,MCHNC,MECHANIC,,,생략
정비소요,MTNRQM,MAINTENANCE REQUIREMENT,,,생략
정비소요카드,MRC,MAINTENANCE REQUIREMENT CARD,MRC,,생략
정비수집소,MCP,MAINTENANCE COLLECTION POINT,,,생략
정비시설형태코드,MISCD,MAINTENANCE INSTALLATION SHAPE CODE,,분류어,생략
정비실,RPRRM,REPAIR ROOM,,,생략
정비실적,MACR,MAINTENANCE ACTUAL RESULT,,,생략
정비업체유형코드,MTNENTTYCD,MAINTENANCE ENTERPRISE TYPE CODE,,분류어,생략
정비예산구분코드,MBICD,MAINTENANCE BUDGET INDICATOR CODE,,분류어,생략
정비용장비,MPE,MAINTENANCE PURPOSE EQUIPMENT,,,생략
정비원,MTNMN,MAINTENANCE MAN,,,생략
정비원코드,MNTSCD,MAINTENANCE SOURCE CODE,,분류어,생략
정비인력,MMPW,MAITENANCE MAN POWER,,,생략
정비일자,MTNCDT,MAINTENANCE DATE,정비일,,생략
정비자,RPARER,REPAIRER,,,생략
정비자료전산제도,MDS,MAINTENANCE DATA SYSTEM,MDS,,생략
정비자재,MNMT,MAINTENACE MATERIALS,,,생략
정비종결구분코드,MTC,MAINTENANCE TERMINATION CODE,,분류어,생략
정비종류코드,MKCD,MAINTENANCE KIND CODE,,분류어,생략
정비중개수작업명령,AMNCCM,MAINTENANCE DURING NUMBER WORK ORDER,,,생략
정비중정비작업명령,AMNCCZ,MAINTENANCE DURING MAINTENANCE WORK ORDER,,,생략
정비지시서,MTORD,MAINTENANCE ORDER,검사및작업지시서,,생략
정비지시서발행상태코드,MTODPCSTCD,MAINTENANCE ORDER PUBLICATION STATE CODE,,분류어,생략
정비지시서번호,MTORDNO,MAINTENANCE ORDER NUMBER,,분류어,생략
정비지연원인코드,MNTDLCD,MAINTENANCE DELAY CODE,,분류어,생략
정비지원,MNTS,MAINTENANCE SUPPORT,,,생략
정비지침카드번호,MGCNO,MAINTENANCE GUIDANCE CARD NUMBER,,분류어,생략
정비창,MTDPT,MAINTENANCE DEPOT,,,생략
정비특수임무요원,MTSP,MAINTENANCE SPECIALIST,,,생략
정비표준화및평가절차,MSEP,MAINTENANCE STANDARDIZATION AND EVALUATION PROGRAM,,,생략
정비현황,MTNSTT,MAINTENANCE STATUS,,,생략
정사영상,OTHIMG,ORTHO IMAGE,,,생략
정산,EXCAL,EXACT CALCULATION,,,생략
정산구분코드,EXCDCD,EXACT CALCULATION DIVISION CODE,,분류어,생략
정산기준구분코드,EXSDCD,EXACT CALCULATION STANDARD DIVISION CODE,,분류어,생략
정산산출구분코드,EXCCDCD,EXACT CALCULATION CALCULATION DIVISION CODE,,분류어,생략
정산원가,ECCCT,EXACT CALCULATION PRIME COST,,,생략
정산일자,EXCALDT,EXACT CALCULATION DATE,정산일,,생략
정산입력대상코드,EXIOCD,EXACT CALCULATION INPUT OBJECT CODE,,분류어,생략
정산자금계정서,HLDACC,HOLDING ACCOUNT,,,생략
정산처리상태코드,EXCPSCD,EXACT CALCULATION PROCESS STATE CODE,,분류어,생략
정산항목구분코드,EXIDCD,EXACT ITEM DIVISION CODE,,분류어,생략
정상,NML,NORMAL,,,생략
정상동원,NMMB,NORMAL MOBILIZATION,,,생략
정상품,NMLITM,NORMAL ITEM,,,생략
정서,EMTN,EMOTION,,,생략
정성지표,QLEVAL,QUALITATIVE EVALUATION,,,생략
정세,CCST,CIRCUMSTANCES,,,생략
정수,ALWC,ALLOWANCE,,,생략
정수,WTRPURF,WATER PURIFICATION,,,생략
정수기,WTRPF,WATER PURIFIER,,,생략
정수기준,AWSD,ALLOWANCE STANDARD,,,생략
정수량,ALWQTY,ALLOWANCE QUANTITY,,,생략
정수장,FTPLT,FILTRATION PLANT,,,생략
정수책정기준,ALWAPSTD,ALLOWANCE APPROPRIATION STANDARD,,,생략
정수표,ALWLST,ALLOWANCE LIST,,,생략
정시,FXT,FIXED TIME,,,생략
정식,FMLT,FORMALITY,,,생략
정식규격서,FMLSPC,FORMALITY SPECIFICATION,,,생략
정식선하증권,LFBL,LONG FORM BILL OF LADING,,,생략
정신,MIND,MIND,,,생략
정압,SPE,STATIC PRESSURE ,,,생략
정압실,CNSPRS,CONSTANT PRESSURE,,,생략
정액,FXAMT,FIXED AMOUNT,,,생략
정액법,SLMTD,STRAIGHT LINE METHOD,,,생략
정액수당,FXAMTALW,FIXED AMOUNT ALLOWANCE,,,생략
정액제,FSMTM,FLAT SUM SYSTEM,,,생략
정양,CVLSC,CONVALESCENCE,,,생략
정오,NOON,NOON,,,생략
정원,FULSTR,FULL STRENGTH,"정원수,티오",분류어,생략
정원계획,FSTRPLN,FULL STRENGTH PLAN,,,생략
정원계획번호,FSTRPNO,FULL STRENGTH PLAN NUMBER,,분류어,생략
정유,RFOIL,REFINED OIL,,,생략
정유회사,OILCO,OIL COMPANY,,,생략
정육면체,CUBE,CUBE,,,생략
정의,DEF,DEFINITION,,,생략
정자,PVL,PVILION,,,생략
정적,STTC,STATIC,,,생략
정전,TRUCE,TRUCE,,,생략
정전,BLCKO,BLACKOUT,,,생략
정전기,STEL,STATIC ELECTRICITY,,,생략
정전기방지코드,STELPRVTNCD,STATIC ELECTRICITY PREVENTION CODE,,분류어,생략
정점,TOPPT,TOP POINT,,,생략
정점,APEX,APEX,,,생략
정정,CRTN,CORRECTION,,,생략
정정일자,CRCTDT,CORRECTION DATE,정정일,,생략
정제,REFINE,REFINING,,,생략
정조의무,CTYG,CHASTITY OBLIGATION,,,생략
정중선,MIDLN,MEDIAN LINE,MIDLINE,,생략
정지,STOP,STOP,,,생략
정지궤도위성,GTSTORT,GEOSTATIONARY SATELLITE ORBIT,,,생략
정직,SPSNJ,SUSPENSION JOB,,,생략
정차,STPG,STOPPAGE,,,생략
정착,STLMNT,SETTLEMENT,,,생략
정착액,FXSLT,FIXING SOLUTION,,,생략
정착지,STMAE,SETTLEMENT AREA,,,생략
정찰,RCNNSC,RECONNAISSANCE,,,생략
정찰감시,RCNSVL,RECONNAISSANCE AND SURVEILLANCE,,,생략
정찰반경구분코드,RCRASECD,RECONNAISSANCE RADIUS SECTION CODE,,분류어,생략
정찰보고,NBC4,NUCLEAR BIOLOGICAL AND CHEMICAL 4,"NBC4,NBC-4",,생략
정찰보고항목구분코드,RCNSCRPTCD,RECONNAISSANCE REPORT ITEM SECTION CODE,,분류어,생략
정찰임무,RCNMSN,RECONNAISSANCE MISSION,,,생략
정책,PLCY,POLICY,,,생략
정책공동체,PLCCMN,POLICY COMMUNITY,,,생략
정책적,POLCY,POLICY,,,생략
정첩보,INTINFO,INTELLIGENCE INFORMATION,,,생략
정첩보출처코드,INTINFOSRCD,INTELLIGENCE INFORMATION SOURCE CODE,,분류어,생략
정체,CNGSTN,CONGESTION,,,생략
정체,RLFRM,REAL FORM,,,생략
정치,POLTS,POLITICS,,,생략
정치,FXTN,FIXATION,,,생략
정치자금,PLTFND,POLITICAL FUND,,,생략
정품,AUTHNC,AUTHENTICITY,,,생략
정합,CNFRMTY,CONFORMITY,,,생략
정형,OTHPDC,ORTHOPEDIC,,,생략
정형,STPTR,A SET PATTERN,,,생략
정화,PFCTN,PURIFICATION,,,생략
정화시설,SWDSFCL,SEWAGE DISPOSAL FACILITIES,,,생략
정화조,WTPFTNK,WATER PURIFIER TANK,,,생략
정확,ACRTN,ACCURATENESS,,,생략
정확도,ACRC,ACCURACY,,분류어,생략
정확성,CRRCT,CORRECTNESS,,,생략
정회원,RGLMMB,REGULAR MEMBER,,,생략
정훈,TRPINFEDU,TROOP INFORMATION AND EDUCATION,,,생략
젖음,WET,WET,,,생략
제,SVRL,SEVERAL,,,생략
제1국민역,ECSC1,ELIGIBLE CONSCRIPTION STATUS OF CLASS 1,,,생략
제1사분위수,QTL1,FIRST QUARTILE ,,,생략
제1야전군사령부,FROKA,THE FIRST REPUBLIC OF KOREA ARMY,"1군사,1군사령부",,생략
제1외국어,FRLANG1,FIRST FOREIGN LANGUAGE,,,생략
제1이상치,OTL1,FIRST OUTLIER,,,생략
제2국민역,SNDECS,SECOND ELIGIBLE CONSCRIPTION STATUS,,,생략
제2외국어,FRLANG2,SECOND FOREIGN LANGUAGE,,,생략
제2자동화방공체계,SAADS,SECOND AUTOMATED AIR DEFENSE SYSTEM,,,생략
제2작전사령부,SROKA,THE SECOND REPUBLIC OF KOREA ARMY,"2군사,2군사령부,2작사,제2야전군사령부",,생략
제3국,TRDCTR,THE THIRD COUNTRY,"제삼국,3국",,생략
제3사분위수,QTL3,THIRD QUARTILE,,,생략
제3야전군사령부,TROKA,THE THIRD REPUBLIC OF KOREA ARMY,"3군사,3군사령부",,생략
제3이상치,OTL3,THIRD OUTLIER,,,생략
제3자,TRDPSN,THE THIRD PERSON,,,생략
제3자선하증권,TPBL,THIRD PARTY BILL OF LADING,,,생략
제거,RMV,REMOVAL,,,생략
제고,RAISE,RAISE,,,생략
제곱,SQUARE,SQUARE,,,생략
제곱미터,SQMT,SQUARE METER,평방미터,,생략
제공,OFFR,OFFER,,,생략
제공,BUTEA,BRING UNDER THE ENEMY IN THE AIR,,,생략
제공자,OFRER,OFFERER,,,생략
제기,SGST,SUGGESTION,,,생략
제기일자,SGSTDT,SUGGESTION DATE,제기일,,생략
제기자,LGPRN,LODGING PERSON,,,생략
제논,XENON,XENON,,,생략
제당,SGRMNF,SUGAR MANUFACTURE,,,생략
제대,DSCHRG,DISCHARGE,,,생략
제대,ECHL,ECHELON,,,생략
제대군인,DRLR,DISCHARGED SOLDIER,,,생략
제도,SYSTM,SYSTEM,,,생략
제도,DRAW,DRAW,,,생략
제독,DECON,DECONTAMINATION,,,생략
제독소,DCTSTN,DECONTAMINATION STATION,,,생략
제독유형코드,DECONTYPCD,DECONTAMINATION TYPE CODE,,분류어,생략
제독제,DCTSLT,DECONTAMINATION SOLUTION,,,생략
제동,BRK,BRAKE,,,생략
제동장치,BRKEQ,BRAKE EQUIPMENT,브레이크,,생략
제목,TITLE,TITLE,타이틀,분류어,생략
제반,SRT,ALL SORTS,,,생략
제방,EREMB,EARTH EMBANKMENT,,,생략
제보,GVNF,GIVING INFORMATION,,,생략
제보자,INFRMNT,INFORMANT,,,생략
제복,UNFRM,UNIFORM,,,생략
제본,BKBND,BOOKBINDING,,,생략
제비용,SDREXP,SUNDRY EXPENSES,,,생략
제설,SNOWRM,SNOW REMOVAL,,,생략
제세공과금,TAXDUE,TAXES AND DUE,,,생략
제세동,DEFIBRIL,DEFIBRILLATION,,,생략
제소,FLWST,FILE LAWSUIT,,,생략
제소명령,ORTLT,ORDER TO FILE LAWSUIT,,,생략
제수,DVSR,DIVISOR,젯수,,생략
제수당,EXTALWC,EXTRA ALLOWANCE,,,생략
제시,PREST,PRESENTATION,,,생략
제시일자,PRSTNDT,PRESENTATION DATE,제시일,,생략
제시자,PRSENTER,PRESENTATION PERSON,,,생략
제안,SGGST,SUGGESTION,,,생략
제안번호,SGSTNO,SUGGESTION NUMBER,,분류어,생략
제안서,PROPSL,PROPOSAL,,,생략
제안요청서,RFP,REQUEST FOR PROPOSAL,제안요구서,,생략
제안일자,SGGSTDT,SUGGESTION DATE,제안일,,생략
제안테스트코드,PROTSTCD,PROPOSAL TEST CODE,,분류어,생략
제압,SUPPR,SUPPRESSION,,,생략
제약,RESTRCT,RESTRICTION,,,생략
제약,MDCMFG,MEDICINE MANUFACTURING,,,생략
제약회사,PHRMCO,PHARMACEUTICAL COMPANY,,,생략
제어,CTRL,CONTROL,"콘트롤,컨트롤",,생략
제어기,CNTLR,CONTROLLER,,,생략
제어반,CTRLBD,CONTROL BOARD,,,생략
제외,EXCLSN,EXCLUSION,,,생략
제외기간,EXPRD,EXCLUSION PERIOD,,,생략
제외신청구분코드,EADCD,EXCLUSION APPLICATION DIVISION CODE,,분류어,생략
제외일자,EXCPTDT,EXCEPTION DATE,제외일,,생략
제원,PDQI,PERFORMANCE AND DISTINCTIVE QUALITY INDICATOR,,,생략
제의,SGSTN,SUGGESTION,,,생략
제자리비행,HOVER,HOVER,,,생략
제작,MFT,MANUFACTURE,,,생략
제작물,MNFTGDS,MANUFACTURED GOODS,,,생략
제작비,PRDCNCST,PRODUCTION COST,,,생략
제작사,MKR,MAKER,제작회사,,생략
제작사보급번호,MKSPLNO,MAKER SUPPLY NUMBER,,분류어,생략
제작원,SRCMF,SOURCE OF MANUFACTURE,,,생략
제작일자,MFDT,MANUFACTURE DATE,제작일,,생략
제작자,MFTR,MANUFACTURER,,,생략
제잡비,DCTSDRS,DEDUCTING OF SUNDRIES,,,생략
제재,RESTRNT,RESTRAINT,,,생략
제재일자,RSTRNTDT,RESTRAINT DATE,제재일,,생략
제적,EXPEL,EXPEL,,,생략
제정,ENACT,ENACTMENT,,,생략
제정일자,ENACTDT,ENACTMENT DATE,제정일,,생략
제제,PHMCT,PHAMACEUTICALS,,,생략
제조,MFG,MANUFACTURING,MFG,,생략
제조국가,MFNAT,MANUFACTURE NATION,제조국,,생략
제조물책임,PDLBL,PRODUCT LIABILITY,,,생략
제조방법코드,MAMTCD,MANUFACTURING METHOD CODE,,분류어,생략
제조번호,MFGNO,MANUFACTURING NUMBER,,분류어,생략
제조상결함,MFCFT,MANUFACTURING DEFECT,,,생략
제조업,MFGIND,MANUFACTURING INDUSTRY,,,생략
제조업체,MFBIZ,MANUFACTURE BUSINESS,,,생략
제조원가,MFGCST,MANUFACTURING COST,,,생략
제조일자,MFGDT,MANUFACTURING DATE,제조일,,생략
제조회사,MFGCO,MANUFACTURING COMPANY,"제조사,제조업체",,생략
제주,JEJU,JEJU,,,생략
제주도,JJD,JEJU-DO,,,생략
제지,PAPMANF,PAPER MANUFACTURE,,,생략
제척기간,EXCLPD,EXCLUSION PERIOD,,,생략
제출,SBMT,SUBMIT,,,생략
제출기한,DDLN,DEADLINE,,,생략
제출일자,SBMTDT,SUBMIT DATE,제출일,,생략
제출자,SBMTR,SUBMITTER,,,생략
제출처,SBMPLC,SUBMIT PLACE,,,생략
제퇴직금,SRAMT,SEVERAL RETIREMENT AMOUNT,,,생략
제퇴직금신청종류코드,SRAAKCD,SEVERAL RETIREMENT AMOUNT APPLICATION KIND CODE,,분류어,생략
제퇴직금환경구분코드,SRAEDCD,SEVERAL RETIREMENT AMOUNT ENVIRONMENT DIVISION CODE,,분류어,생략
제퇴직취소구분코드,SRACDCD,SEVERAL RETIREMENT AMOUNT CANCELLATION DIVISION CODE,,분류어,생략
제트유,JETOIL,JET OIL,,,생략
제트유A1,JETA1,JET A1 FUEL FOR AVIATION TURBINE,,,생략
제표,TBLAT,TABULATION,,,생략
제품,MNFGDS,MANUFACTURED GOODS,,,생략
제품수명주기,MLC,MATERIEL LIFE CYCLE,,,생략
제한,RSTRCT,RESTRICTION,,,생략
제한경쟁입찰,RSTCMPBD,RESTRICTED COMPETITION BIDDING,제한경쟁,,생략
제한구역,RSTRAR,RESTRICTED AREA,,,생략
제한물권,LDGH,LIMITED REAL RIGHT,,,생략
제한선거,LTDVT,LIMITED VOTE,,,생략
제한속도,SPDLMT,SPEED LIMIT,,,생략
제한시계,LMTLF,LIMITATION FIELD OF VISION,,,생략
제한일자,RSTRCTDT,RESTRICTION DATE,제한일,,생략
제한작전구역,ROZ,RESTRICTED OPERATIONS ZONE,,,생략
제한적,RESTRICTIVE,RSTRCTV,,,생략
제한표준품목,LSI,LIMITED STANDARD ITEM,,,생략
제형,PHMCFML,PHAMACEUTICAL FORMULATION,,,생략
조각,SCLPTR,SCULPTURE,,,생략
조건,CNDT,CONDITION,,,생략
조건문,CNDSTC,CONDITIONAL SENTENCE,,,생략
조건부,CNDL,CONDITIONAL,,,생략
조견표,TABL,TABLE,,,생략
조경,GARDNG,GARDENING,,,생략
조공,SPATK,SUPPORT ATTACK,,,생략
조교,ASITR,ASSISTANT INSTRUCTOR,,,생략
조교수,ASSPSR,ASSISTANT PROFESSOR,,,생략
조기,ERLST,EARLY STAGE,,,생략
조기경보지상관제요격,EWGCI,EARLY WARNING/GROUND CONTROLLED INTERCEPT,,,생략
조난,DSTRS,DISTRESS,,,생략
조난사고,WKCT,WRECKED ACCIDENT,,,생략
조난자,DSTPS,DISTRESSED PERSON,,,생략
조달,PRCR,PROCUREMENT,,,생략
조달건의코드,PRAVCD,PROCUREMENT ADVISE CODE,,분류어,생략
조달계획,PCPLN,PROCUREMENT PLAN,,,생략
조달계획수정사유코드,PPMRCD,PROCUREMENT PLAN MODIFICATION REASON CODE,,분류어,생략
조달계획회계구분코드,PLACCD,PROCUREMENT PLAN ACCOUNT CLASSIFICATION CODE,,분류어,생략
조달문서번호,PRCDOCNO,PROCUREMENT DOCUMENT NUMBER,,분류어,생략
조달물자,SPLGUD,SUPPLY GOODS,,,생략
조달번호,PRCRNO,PROCUREMENT NUMBER,,분류어,생략
조달불가사유코드,PDARSNCD,PROCUREMENT DISALLOWANCE REASON CODE,,분류어,생략
조달소요,PRCRQM,PROCUREMENT REQUIREMENT,,,생략
조달소요기간,PROLT,PROCUREMENT LEAD TIME,PROLT,,생략
조달심의,PRDLB,PROCUREMENT DELIBERATION,,,생략
조달요구,PRCDMD,PROCUREMENT DEMAND,,,생략
조달요구번호,PRCDMNO,PROCUREMENT DEMAND NUMBER,,분류어,생략
조달요구우선순위코드,PDPRCD,PROCUREMENT DEMAND PRIORITY CODE,,분류어,생략
조달요구일자,PRCDMDT,PROCUREMENT DEMAND DATE,조달요구일,,생략
조달원,SOS,SOURCE OF SUPPLY,"보급원,공급원",,생략
조달지시,PRCDRT,PROCUREMENT DIRECTIVE,,,생략
조달지시구분코드,PDVCD,PROCUREMENT DIRECTIVE DIVISION CODE,,분류어,생략
조달진행상태코드,PRCPSCD,PROCUREMENT PROGRESS STATE CODE,,분류어,생략
조달청,OSROK,OFFICE OF SUPPLY IN ROK,,,생략
조달청등록번호,OSROKRNO,OFFICE OF SUPPLY IN ROK REGISTRATION NUMBER,,분류어,생략
조달판단,PRCEST,PROCUREMENT ESTIMATE,,,생략
조달품검사,PRII,PROCUREMENT ITEM INSPECTION,,,생략
조도,LTDG,LIGHT DEGREE,,,생략
조력,ASSTNCE,ASSISTANCE,,,생략
조류,CRNT,CURRENT,,,생략
조리,COOK,COOKING,,,생략
조리법,CKRY,COOKERY,,,생략
조리원,CKPSN,COOKING PERSON,,,생략
조림,FRSTN,FORESTATION,,,생략
조림일자,FRSTNDT,FORESTATION DATE,조림일,,생략
조립,ASMB,ASSEMBLING,,,생략
조립부속품,ASSY,ASSEMBLY,,,생략
조립식,PRFBRCT,PREFABRICATE,,,생략
조립체,CSTBD,CONSTRUCTION BODY,,,생략
